mol_id,run,mat_file
69,70,FRCSO_N100_DDProblem1_M2_D256_70.mat
70,71,FRCSO_N100_DDProblem1_M2_D256_71.mat
71,72,FRCSO_N100_DDProblem1_M2_D256_72.mat
72,73,FRCSO_N100_DDProblem1_M2_D256_73.mat
73,74,FRCSO_N100_DDProblem1_M2_D256_74.mat
74,75,FRCSO_N100_DDProblem1_M2_D256_75.mat
75,76,FRCSO_N100_DDProblem1_M2_D256_76.mat
76,77,FRCSO_N100_DDProblem1_M2_D256_77.mat
77,78,FRCSO_N100_DDProblem1_M2_D256_78.mat
78,79,FRCSO_N100_DDProblem1_M2_D256_79.mat
79,80,FRCSO_N100_DDProblem1_M2_D256_80.mat
80,81,FRCSO_N100_DDProblem1_M2_D256_81.mat
81,82,FRCSO_N100_DDProblem1_M2_D256_82.mat
82,83,FRCSO_N100_DDProblem1_M2_D256_83.mat
83,84,FRCSO_N100_DDProblem1_M2_D256_84.mat
84,85,FRCSO_N100_DDProblem1_M2_D256_85.mat
85,86,FRCSO_N100_DDProblem1_M2_D256_86.mat
86,87,FRCSO_N100_DDProblem1_M2_D256_87.mat
87,88,FRCSO_N100_DDProblem1_M2_D256_88.mat
88,89,FRCSO_N100_DDProblem1_M2_D256_89.mat
89,90,FRCSO_N100_DDProblem1_M2_D256_90.mat
90,91,FRCSO_N100_DDProblem1_M2_D256_91.mat
91,92,FRCSO_N100_DDProblem1_M2_D256_92.mat
92,93,FRCSO_N100_DDProblem1_M2_D256_93.mat
93,94,FRCSO_N100_DDProblem1_M2_D256_94.mat
94,95,FRCSO_N100_DDProblem1_M2_D256_95.mat
95,96,FRCSO_N100_DDProblem1_M2_D256_96.mat
96,97,FRCSO_N100_DDProblem1_M2_D256_97.mat
97,98,FRCSO_N100_DDProblem1_M2_D256_98.mat
98,99,FRCSO_N100_DDProblem1_M2_D256_99.mat
99,100,FRCSO_N100_DDProblem1_M2_D256_100.mat
100,101,FRCSO_N100_DDProblem1_M2_D256_101.mat
101,102,FRCSO_N100_DDProblem1_M2_D256_102.mat
102,103,FRCSO_N100_DDProblem1_M2_D256_103.mat
103,104,FRCSO_N100_DDProblem1_M2_D256_104.mat
104,105,FRCSO_N100_DDProblem1_M2_D256_105.mat
105,106,FRCSO_N100_DDProblem1_M2_D256_106.mat
106,107,FRCSO_N100_DDProblem1_M2_D256_107.mat
107,108,FRCSO_N100_DDProblem1_M2_D256_108.mat
108,109,FRCSO_N100_DDProblem1_M2_D256_109.mat
109,110,FRCSO_N100_DDProblem1_M2_D256_110.mat
110,111,FRCSO_N100_DDProblem1_M2_D256_111.mat
111,112,FRCSO_N100_DDProblem1_M2_D256_112.mat
112,113,FRCSO_N100_DDProblem1_M2_D256_113.mat
113,114,FRCSO_N100_DDProblem1_M2_D256_114.mat
114,115,FRCSO_N100_DDProblem1_M2_D256_115.mat
115,116,FRCSO_N100_DDProblem1_M2_D256_116.mat
116,117,FRCSO_N100_DDProblem1_M2_D256_117.mat
117,118,FRCSO_N100_DDProblem1_M2_D256_118.mat
118,119,FRCSO_N100_DDProblem1_M2_D256_119.mat
119,120,FRCSO_N100_DDProblem1_M2_D256_120.mat
120,121,FRCSO_N100_DDProblem1_M2_D256_121.mat
121,122,FRCSO_N100_DDProblem1_M2_D256_122.mat
122,123,FRCSO_N100_DDProblem1_M2_D256_123.mat
123,124,FRCSO_N100_DDProblem1_M2_D256_124.mat
124,125,FRCSO_N100_DDProblem1_M2_D256_125.mat
125,126,FRCSO_N100_DDProblem1_M2_D256_126.mat
126,127,FRCSO_N100_DDProblem1_M2_D256_127.mat
127,128,FRCSO_N100_DDProblem1_M2_D256_128.mat
128,129,FRCSO_N100_DDProblem1_M2_D256_129.mat
129,130,FRCSO_N100_DDProblem1_M2_D256_130.mat
130,131,FRCSO_N100_DDProblem1_M2_D256_131.mat
131,132,FRCSO_N100_DDProblem1_M2_D256_132.mat
132,133,FRCSO_N100_DDProblem1_M2_D256_133.mat
133,134,FRCSO_N100_DDProblem1_M2_D256_134.mat
134,135,FRCSO_N100_DDProblem1_M2_D256_135.mat
135,136,FRCSO_N100_DDProblem1_M2_D256_136.mat
136,137,FRCSO_N100_DDProblem1_M2_D256_137.mat
137,138,FRCSO_N100_DDProblem1_M2_D256_138.mat
138,139,FRCSO_N100_DDProblem1_M2_D256_139.mat
139,140,FRCSO_N100_DDProblem1_M2_D256_140.mat
140,141,FRCSO_N100_DDProblem1_M2_D256_141.mat
141,142,FRCSO_N100_DDProblem1_M2_D256_142.mat
142,143,FRCSO_N100_DDProblem1_M2_D256_143.mat
143,144,FRCSO_N100_DDProblem1_M2_D256_144.mat
144,145,FRCSO_N100_DDProblem1_M2_D256_145.mat
145,146,FRCSO_N100_DDProblem1_M2_D256_146.mat
146,147,FRCSO_N100_DDProblem1_M2_D256_147.mat
147,148,FRCSO_N100_DDProblem1_M2_D256_148.mat
148,149,FRCSO_N100_DDProblem1_M2_D256_149.mat
149,150,FRCSO_N100_DDProblem1_M2_D256_150.mat
150,151,FRCSO_N100_DDProblem1_M2_D256_151.mat
151,152,FRCSO_N100_DDProblem1_M2_D256_152.mat
152,153,FRCSO_N100_DDProblem1_M2_D256_153.mat
153,154,FRCSO_N100_DDProblem1_M2_D256_154.mat
154,155,FRCSO_N100_DDProblem1_M2_D256_155.mat
155,156,FRCSO_N100_DDProblem1_M2_D256_156.mat
156,157,FRCSO_N100_DDProblem1_M2_D256_157.mat
157,158,FRCSO_N100_DDProblem1_M2_D256_158.mat
158,159,FRCSO_N100_DDProblem1_M2_D256_159.mat
159,160,FRCSO_N100_DDProblem1_M2_D256_160.mat
160,161,FRCSO_N100_DDProblem1_M2_D256_161.mat
161,162,FRCSO_N100_DDProblem1_M2_D256_162.mat
162,163,FRCSO_N100_DDProblem1_M2_D256_163.mat
163,164,FRCSO_N100_DDProblem1_M2_D256_164.mat
164,165,FRCSO_N100_DDProblem1_M2_D256_165.mat
165,166,FRCSO_N100_DDProblem1_M2_D256_166.mat
166,167,FRCSO_N100_DDProblem1_M2_D256_167.mat
167,168,FRCSO_N100_DDProblem1_M2_D256_168.mat
168,169,FRCSO_N100_DDProblem1_M2_D256_169.mat
169,170,FRCSO_N100_DDProblem1_M2_D256_170.mat
170,171,FRCSO_N100_DDProblem1_M2_D256_171.mat
171,172,FRCSO_N100_DDProblem1_M2_D256_172.mat
172,173,FRCSO_N100_DDProblem1_M2_D256_173.mat
173,174,FRCSO_N100_DDProblem1_M2_D256_174.mat
174,175,FRCSO_N100_DDProblem1_M2_D256_175.mat
175,176,FRCSO_N100_DDProblem1_M2_D256_176.mat
176,177,FRCSO_N100_DDProblem1_M2_D256_177.mat
177,178,FRCSO_N100_DDProblem1_M2_D256_178.mat
178,179,FRCSO_N100_DDProblem1_M2_D256_179.mat
179,180,FRCSO_N100_DDProblem1_M2_D256_180.mat
180,181,FRCSO_N100_DDProblem1_M2_D256_181.mat
181,182,FRCSO_N100_DDProblem1_M2_D256_182.mat
182,183,FRCSO_N100_DDProblem1_M2_D256_183.mat
183,184,FRCSO_N100_DDProblem1_M2_D256_184.mat
184,185,FRCSO_N100_DDProblem1_M2_D256_185.mat
185,186,FRCSO_N100_DDProblem1_M2_D256_186.mat
186,187,FRCSO_N100_DDProblem1_M2_D256_187.mat
187,188,FRCSO_N100_DDProblem1_M2_D256_188.mat
188,189,FRCSO_N100_DDProblem1_M2_D256_189.mat
189,190,FRCSO_N100_DDProblem1_M2_D256_190.mat
190,191,FRCSO_N100_DDProblem1_M2_D256_191.mat
191,192,FRCSO_N100_DDProblem1_M2_D256_192.mat
192,193,FRCSO_N100_DDProblem1_M2_D256_193.mat
193,194,FRCSO_N100_DDProblem1_M2_D256_194.mat
194,195,FRCSO_N100_DDProblem1_M2_D256_195.mat
195,196,FRCSO_N100_DDProblem1_M2_D256_196.mat
196,197,FRCSO_N100_DDProblem1_M2_D256_197.mat
197,198,FRCSO_N100_DDProblem1_M2_D256_198.mat
198,199,FRCSO_N100_DDProblem1_M2_D256_199.mat
199,200,FRCSO_N100_DDProblem1_M2_D256_200.mat
