mol_id,individual_id,lead_smiles,smiles,qed,sim,sa,logp,mw,is_valid,source
17,56,Oc1ccc(C[NH2+]C[C@H]2CCCC[C@H]2CCl)cc1,O=C1NOCC(Cc2ccccc2)C(=O)N1c1ccccc1,0.946577,0.135593,2.8718,2.5333,296.33,True,final_batch
6,8,Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1,Cc1cc(CNC(=O)C2=NCc3ccccc3CCC2)no1,0.946464,0.457627,2.6437,2.5767,297.36,True,final_batch
8,93,CN(Cc1ccncc1)C(=O)c1ccc(I)cc1,CC=C1CN(c2ccc(=O)[nH]c2)CCN1c1ccccc1OC,0.946447,0.068493,2.803,2.6139,311.39,True,final_batch
29,39,O=C(Nc1cccc(N2CCCNC2=O)c1)C(=O)N1CCc2cc(F)ccc2C1,CC(=O)C1=CC=C[C](F)CC(NC(=O)c2cccc3c2C3)C1,0.946348,0.147727,3.593,3.0561,298.34,True,final_batch
29,24,O=C(Nc1cccc(N2CCCNC2=O)c1)C(=O)N1CCc2cc(F)ccc2C1,CC(=O)C1=CC=CC(F)C[C](NC(=O)c2cccc3c2C3)C1,0.946348,0.16092,3.8014,3.0561,298.34,True,final_batch
8,29,CN(Cc1ccncc1)C(=O)c1ccc(I)cc1,COc1ncccc1N1CCCCC(c2ccc(=O)[nH]c2)CC1,0.946296,0.109589,2.8529,2.9427,313.4,True,final_batch
29,27,O=C(Nc1cccc(N2CCCNC2=O)c1)C(=O)N1CCc2cc(F)ccc2C1,CC(=O)C1=CC=CC(F)CC(NC(=O)c2cccc3c2C3)=C1,0.946288,0.159091,3.7189,3.0179,297.33,True,final_batch
18,30,CCC[C@@H]1NC(=O)N(CC(=O)Nc2ccccc2Oc2ccccc2)C1=O,CC1Oc2ccccc2C(=O)N(Cc2cc(C(C)C)[nH]n2)O1,0.946279,0.175,3.6326,2.8455,301.35,True,final_batch
34,28,CCOC[C@H]1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1,CCO[C]1COC(c2nc3ccccc3s2)=C[NH+]CC[C@H]1C,0.946272,0.36,4.6883,2.5688,317.43,True,final_batch
8,40,CN(Cc1ccncc1)C(=O)c1ccc(I)cc1,COc1ncccc1N1C=CCCC(c2ccc(=O)[nH]c2)CC1,0.946208,0.121622,3.3802,3.0663,311.39,True,final_batch
19,70,CC(C)[C@H](C)[NH+]1Cc2cccc(NCc3cc(=O)n4ccsc4[nH+]3)c2C1,C[C]1CC=C(NCc2cc(=O)n3ccsc3[nH+]2)CC(C)C1C,0.946072,0.432432,5.1903,2.809,317.46,True,final_batch
13,16,COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1,COc1noc2c1C(Cc1ccccc1)=CCC[CH]CNC2=O,0.946025,0.232877,3.7238,3.0372,311.36,True,final_batch
11,0,C=CCNC(=O)Nc1ccc(F)c(NC(=O)OC)c1,C[CH]CNC(=O)Oc1ccc(F)c2c1cc(C)n2C(=O)OC,0.946025,0.323077,3.0918,3.0159,307.3,True,final_batch
29,6,O=C(Nc1cccc(N2CCCNC2=O)c1)C(=O)N1CCc2cc(F)ccc2C1,CS(=O)C1=CC=CC(F)CC(NC(=O)c2cccc3c2C3)=C1,0.945997,0.168539,4.2722,2.7649,317.39,True,final_batch
4,8,CSCC(=O)NNC(=O)c1c(O)cc(Cl)cc1Cl,CCc1ccnnc1C1CC2CC[C@H]1c1cc(C[NH3+])ccc12,0.94598,0.111111,4.9486,2.9294,294.42,True,final_batch
44,48,C[C@H](C(=O)OCC(=O)N(C)[C@@H]1CCCc2ccccc21)c1cccs1,CS(=O)c1ccc(C(C)(C)C)cc1Cn1ccnc1O,0.945971,0.082353,3.4749,2.6719,292.4,True,final_batch
19,29,CC(C)[C@H](C)[NH+]1Cc2cccc(NCc3cc(=O)n4ccsc4[nH+]3)c2C1,CC1CC=C(NCc2cc(=O)n3ccsc3[nH+]2)CC(C)[C@@H]1C,0.945772,0.444444,5.1295,2.8507,318.47,True,final_batch
19,10,CC(C)[C@H](C)[NH+]1Cc2cccc(NCc3cc(=O)n4ccsc4[nH+]3)c2C1,CC1CC=C(NCc2cc(=O)n3ccsc3[nH+]2)CC(C)[C@H]1C,0.945772,0.444444,5.1295,2.8507,318.47,True,final_batch
4,83,CSCC(=O)NNC(=O)c1c(O)cc(Cl)cc1Cl,CCc1ccnnc1C1CC2C[CH][C@H]1c1cc(C[NH3+])ccc12,0.945748,0.123288,5.4021,2.7436,293.41,True,final_batch
29,42,O=C(Nc1cccc(N2CCCNC2=O)c1)C(=O)N1CCc2cc(F)ccc2C1,CS(=O)C1=CC=C[C](F)CC(NC(=O)c2cccc3c2C3)C1,0.945728,0.144444,4.1617,2.8031,318.39,True,final_batch
17,98,Oc1ccc(C[NH2+]C[C@H]2CCCC[C@H]2CCl)cc1,O=C1C(Cc2ccccc2)CON(O)CN1c1ccccc1,0.945562,0.131148,3.0636,2.4724,298.34,True,final_batch
5,14,c1ccc(-c2cc(N3C[C@@H]4[C@H](C3)[C@H]3CC[C@@H]4O3)c3ccccc3[nH+]2)cc1,CC([CH]O)[C@@H]1CCN1c1ccc2ccc=2[nH+]c2c1CCCC2,0.945481,0.133333,4.8684,2.8534,296.41,True,final_batch
36,99,Cc1sc(NC(=O)Cc2ccc(F)cc2)nc1-c1ccc(F)cc1,O=C(Cc1ccc(F)cc1)Nc1nc2c(s1)CC(F)C2,0.945472,0.528302,2.8962,2.9001,294.33,True,final_batch
4,21,CSCC(=O)NNC(=O)c1c(O)cc(Cl)cc1Cl,CCc1ccnnc1C1CC2C[CH]N1c1cc(C[NH3+])ccc12,0.945316,0.135135,5.4544,2.3814,294.4,True,final_batch
13,59,COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1,COc1noc2c1C(Cc1ccccc1)=CCC[CH][CH]NC2=O,0.945275,0.232877,3.8525,3.199,310.35,True,final_batch
10,15,COC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1C,CC1=NCCC(C)OC=C1CNc1ncnc2sccc12,0.945157,0.394366,3.8224,3.2568,302.4,True,final_batch
29,32,O=C(Nc1cccc(N2CCCNC2=O)c1)C(=O)N1CCc2cc(F)ccc2C1,CS(=O)c1[c]c(NC(=O)c2cccc(F)c2)ccc1.[CH]C,0.945112,0.202532,3.7777,3.333,304.37,True,final_batch
5,63,c1ccc(-c2cc(N3C[C@@H]4[C@H](C3)[C@H]3CC[C@@H]4O3)c3ccccc3[nH+]2)cc1,CC([CH]O)[C@@H]1[CH]CN1c1ccc2ccc=2[nH+]c2c1CCCC2,0.945077,0.118421,5.1847,2.6676,295.41,True,final_batch
17,17,Oc1ccc(C[NH2+]C[C@H]2CCCC[C@H]2CCl)cc1,O=C1N[CH]CC(Cc2ccccc2)C(=O)N1c1ccccc1,0.944729,0.137931,2.9235,3.1536,293.35,True,final_batch
15,29,COC(=O)c1ccc(CNc2ccn(C)n2)[nH]1,N#Cc1cc2ccc1CC1C2CCN1CCCn1cccc1O,0.94472,0.1,4.44,2.8697,307.4,True,final_batch
23,40,CN(C(=O)CSc1nc2cc(Cl)ccc2o1)C1(C#N)CCCCC1,CC1CCCN[C@@H](COc2ncnc3ccc(Cl)cc23)O1,0.944688,0.202381,3.5093,2.7766,307.78,True,final_batch
16,23,N#Cc1cc2c(cc1C#N)N1CCCc3c(Cl)ccc(c31)O2,N#Cc1ccccc1C[N+]N1CCCc2c(Cl)ccc(O)c21,0.94464,0.377049,3.1866,3.3895,312.78,True,final_batch
5,74,c1ccc(-c2cc(N3C[C@@H]4[C@H](C3)[C@H]3CC[C@@H]4O3)c3ccccc3[nH+]2)cc1,CC([CH]O)[C@@H]1[CH]CN1c1ccc2ccc=2[nH+]c2c1CCC=C2,0.944626,0.12987,5.3566,2.7482,293.39,True,final_batch
32,34,C[C@@H](c1ccccc1F)S(=O)(=O)Cc1cccc(C(F)(F)F)c1,C[C@@H](c1ccccc1O)S(=O)c1cccc(C(C)([O-])F)c1,0.944557,0.295082,3.9553,2.7635,307.37,True,final_batch
15,46,COC(=O)c1ccc(CNc2ccn(C)n2)[nH]1,N#Cc1cc2ccc1CCN(CCCn1cccc1O)CCC2,0.944486,0.105263,4.0563,2.9464,309.41,True,final_batch
0,48,CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)NCC1C=Cc2c(cnn2-c2ccc(C)c(C)c2)C(=O)C1,0.944457,0.388889,3.293,2.841,323.4,True,final_batch
4,74,CSCC(=O)NNC(=O)c1c(O)cc(Cl)cc1Cl,CCc1ccnnc1C1CC2CCN1c1cc(C[NH3+])ccc12,0.944354,0.12,4.9558,2.2196,295.41,True,final_batch
48,99,COc1ccccc1/C=C/C[NH+]1CCN(CCO)CC1,COc1ccc2c(c1)CN(Cc1ccc(C)cc1C(N)=O)CC2,0.944339,0.175676,2.0671,2.6608,310.4,True,final_batch
34,12,CCOC[C@H]1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1,CCO[C]1COC(c2nc3ccccc3s2)=CCCC[NH+]1C,0.944338,0.369863,4.5627,2.4883,318.44,True,final_batch
6,72,Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1,Cc1cc(CNC(=O)C2CC=C(c3ccccc3)O2)ns1,0.944306,0.365079,3.357,2.8977,300.38,True,final_batch
9,15,COc1ccccc1N1CCN(c2ccc(=O)n(CC(=O)NC3CC3)n2)CC1,CCn1nc2c(CNc3ncccc3Br)c1CC2,0.944287,0.15,3.5619,2.7712,307.2,True,final_batch
29,18,O=C(Nc1cccc(N2CCCNC2=O)c1)C(=O)N1CCc2cc(F)ccc2C1,CS(=O)c1cccc(NC(=O)c2cccc(F)c2)c1.[C]C,0.944263,0.256757,2.6776,3.4098,304.37,True,final_batch
36,82,Cc1sc(NC(=O)Cc2ccc(F)cc2)nc1-c1ccc(F)cc1,CC1(F)Cc2sc(NC(=O)Cc3ccc(F)cc3)nc21,0.944214,0.54717,3.078,3.2042,294.33,True,final_batch
13,44,COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1,COC1=NO[C@@H](C(=O)Nc2ccccc2Cc2ccccc2)C1,0.944206,0.298507,2.7374,2.9647,310.35,True,final_batch
18,35,CCC[C@@H]1NC(=O)N(CC(=O)Nc2ccccc2Oc2ccccc2)C1=O,CC(C)OCc1ccccc1NC(=O)N1CCn2nc3cc2C31,0.94413,0.209877,4.4883,2.7586,312.37,True,final_batch
32,25,C[C@@H](c1ccccc1F)S(=O)(=O)Cc1cccc(C(F)(F)F)c1,C[C@@H](c1ccccc1O)S(=O)c1cccc(C([O-])(F)F)c1,0.944101,0.3,3.8018,2.6706,311.33,True,final_batch
26,18,N#CCCCCNC(=O)N[C@@H](c1ccccc1F)C1CCCC1,N#CC1=C2SCC=C1c1cccc3c2nc(OCCO)c-3c1,0.944067,0.121951,4.482,2.936,308.36,True,final_batch
10,22,COC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1C,CC1=NCOC(C)OC=C1CNc1ncnc2sccc12,0.944021,0.394366,4.0035,2.7983,304.38,True,final_batch
13,64,COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1,COc1noc2c1C(Cc1ccccc1)=CCCC=CNC2=O,0.943995,0.232877,3.5526,3.3466,310.35,True,final_batch
26,22,N#CCCCCNC(=O)N[C@@H](c1ccccc1F)C1CCCC1,N#CC1=C(c2ccc3ccccc3c2OCC[NH3+])CCS1,0.943661,0.125,3.414,2.8321,297.4,True,final_batch
40,0,C[NH+]1CCC(C[NH+](C)C2CCC(c3ccc(O)cc3)CC2)CC1,COc1ccc(NC(=O)N2CCC(CF)CC2C)c2c1C2,0.943569,0.133333,3.4777,3.2013,292.35,True,final_batch
0,43,CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)NCC1=NC2(C)c3cnn(-c4ccc(C)c(C)c4)c3CC12,0.943509,0.402778,3.8504,2.4673,322.41,True,final_batch
48,5,COc1ccccc1/C=C/C[NH+]1CCN(CCO)CC1,CCc1cc2ccc1CC(=O)N(Cc1cccc3c1NCC3)C2,0.94341,0.101266,3.6619,3.3019,306.41,True,final_batch
15,4,COC(=O)c1ccc(CNc2ccn(C)n2)[nH]1,N#Cc1c2cccc1CN(CCCn1cccc1O)CCC2,0.9433,0.108108,3.472,2.9039,295.39,True,final_batch
33,46,CC[NH+]1CCC2(CC1)OC[C@H](C(=O)[O-])N2C(=O)c1ccc(F)cc1,CCOC1CC[NH+]CC=Cc2cc(-c3ccco3)sc21,0.943256,0.103448,4.9682,2.8518,289.4,True,final_batch
48,27,COc1ccccc1/C=C/C[NH+]1CCN(CCO)CC1,COc1cccc2sn(CC3=CC[C@H](C)C=C3C(N)=O)c12,0.943228,0.202703,3.8554,3.0893,302.4,True,final_batch
37,23,C[C@@H]1[C@@H](C)CCC[C@@]1([NH3+])[C@@H]1CCOC2(CCCC2)C1,CCc1c(OC)cc(CC23CC2C(=O)CCC(C)N3)c2c1C2,0.943226,0.108108,4.4614,2.804,299.41,True,final_batch
37,40,C[C@@H]1[C@@H](C)CCC[C@@]1([NH3+])[C@@H]1CCOC2(CCCC2)C1,CCc1c(OC)cc(CC23CC2C(=O)CCCCN3)c2c1C2,0.943226,0.093333,4.132,2.8056,299.41,True,final_batch
33,93,CC[NH+]1CCC2(CC1)OC[C@H](C(=O)[O-])N2C(=O)c1ccc(F)cc1,CCOC1CC2[NH+]CCC2c2cc(-c3ccco3)sc21,0.943158,0.104651,4.9878,2.6945,289.4,True,final_batch
43,75,CN(C[C@@H]1CC[NH+](C)C1)C(=O)NCc1ccnc(OCC(F)F)c1,[NH3+]C(CC(=O)N1Cc2ncccc21)C1CCCc2ccccc21,0.943098,0.152174,3.7823,2.0489,308.41,True,final_batch
23,31,CN(C(=O)CSc1nc2cc(Cl)ccc2o1)C1(C#N)CCCCC1,O=C(COc1ncnc2ccc(Cl)cc12)NC1CCCC1,0.94306,0.227848,2.1082,2.7208,305.77,True,final_batch
23,17,CN(C(=O)CSc1nc2cc(Cl)ccc2o1)C1(C#N)CCCCC1,O=C(COc1ncnc2ccc(Cl)cc12)NC1=CCCC1,0.943054,0.234568,2.5425,2.846,303.75,True,final_batch
34,43,CCOC[C@H]1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1,CCO[C@@H]1COC(c2nc3ccccc3s2)=CCCC[NH+]1C,0.943035,0.388889,4.874,2.3249,319.45,True,final_batch
24,18,O=C(COc1ncnc2ccc(Br)cc12)Nc1ccccc1Cl,CC(Cl)=C(C)NC(=O)COc1ncnc2ccc(C)cc12,0.943029,0.459016,2.6696,2.9234,305.77,True,final_batch
0,30,CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)NCC1=NC(C)c2cnn(-c3ccc(C)c(C)c3)c2CC1,0.943023,0.414286,3.35,3.0734,324.43,True,final_batch
15,1,COC(=O)c1ccc(CNc2ccn(C)n2)[nH]1,C=C1CCN(CCCn2ccnc2O)Cc2cccc1c2C#N,0.942982,0.111111,3.8385,2.7696,308.39,True,final_batch
2,10,CCN(C[C@@H]1CCOC1)C(=O)c1ccnc(Cl)c1,Cc1ccccc1CS(=O)(=O)Cc1cccc(O)c1F,0.942913,0.115942,2.2605,2.9547,294.35,True,final_batch
0,15,CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)NCN1CCc2c(cnn2-c2ccc(C)c(C)c2)C(C)C1,0.942893,0.428571,3.1388,2.5443,326.44,True,final_batch
15,12,COC(=O)c1ccc(CNc2ccn(C)n2)[nH]1,CC1CCN(CCCn2ccnc2O)Cc2cccc1c2C#N,0.942816,0.123457,4.0932,2.8599,310.4,True,final_batch
13,9,COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1,COc1cc(C(=O)Nc2cc3ccc2COCC=CC=C3)on1,0.942702,0.453125,4.3476,3.0351,312.32,True,final_batch
0,54,CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)NCC1=C=Nc2c(cnn2-c2ccc(C)c(C)c2)C(=O)C1,0.942693,0.369863,3.375,2.4392,322.37,True,final_batch
24,38,O=C(COc1ncnc2ccc(Br)cc12)Nc1ccccc1Cl,O=C(COc1ncnc2ccc(Cl)cc12)NC1=C(Cl)C1,0.942672,0.54386,2.5322,2.6323,310.14,True,final_batch
0,11,CC(=O)NCCNC(=O)c1cnn(-c2ccc(C)c(Cl)c2)c1C1CC1,CC(=O)NCC1CC2(C)C1=Cc1c2cnn1-c1ccc(C)c(C)c1,0.942668,0.383562,3.7748,3.2998,321.42,True,final_batch
17,29,Oc1ccc(C[NH2+]C[C@H]2CCCC[C@H]2CCl)cc1,O=C1C(Cc2ccccc2)CONCCCCN1c1ccccc1,0.942583,0.140625,3.3536,3.1935,324.42,True,final_batch
36,16,Cc1sc(NC(=O)Cc2ccc(F)cc2)nc1-c1ccc(F)cc1,O=C(Cc1ccc(F)cc1)Nc1nc2c(s1)CC(F)=C2,0.942508,0.54902,2.7376,3.3299,292.31,True,final_batch
33,38,CC[NH+]1CCC2(CC1)OC[C@H](C(=O)[O-])N2C(=O)c1ccc(F)cc1,CCOC12CC[NH+]CCC1c1cc(-c3ccco3)sc12,0.942427,0.144578,4.9002,2.4801,289.4,True,final_batch
23,14,CN(C(=O)CSc1nc2cc(Cl)ccc2o1)C1(C#N)CCCCC1,CN(C(=O)Cc1nc2cc(Cl)ccc2[nH]1)C1=C=NCC2CC=C12,0.942356,0.255814,4.1141,2.7307,326.79,True,final_batch
7,20,Cc1ccn2c(=O)c(C(=O)Nc3n[n-]c(C(F)(F)F)n3)cnc2c1,[CH]C(NC1=NCC(C(C)(C)F)=C1)c1cnc2cc(C)ccn2c1=O,0.9423,0.373333,4.2292,2.4313,326.38,True,final_batch
23,25,CN(C(=O)CSc1nc2cc(Cl)ccc2o1)C1(C#N)CCCCC1,CN(C(=O)Cc1nccc(Cl)c2cc-2[nH]1)C1=C=NCC2CC=C12,0.942276,0.172043,4.3773,2.6823,326.79,True,final_batch
36,13,Cc1sc(NC(=O)Cc2ccc(F)cc2)nc1-c1ccc(F)cc1,CC1(C)Cc2sc(NC(=O)Cc3ccc(F)cc3)nc21,0.942113,0.557692,2.528,3.2971,290.36,True,final_batch
2,48,CCN(C[C@@H]1CCOC1)C(=O)c1ccnc(Cl)c1,Cc1ccccc1CS(=O)(=O)[C]c1cccc(O)c1Cl,0.942018,0.123288,2.741,3.3559,308.79,True,final_batch
6,83,Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1,Cc1cc(CNC(=O)OC2=NOC(c3ccccc3)C2)no1,0.941562,0.459016,3.1324,2.6843,301.3,True,final_batch
23,48,CN(C(=O)CSc1nc2cc(Cl)ccc2o1)C1(C#N)CCCCC1,Clc1ccc2ncnc(OC[C@@H]3NCCCCO3)c2c1,0.941509,0.195122,3.1539,2.3881,293.75,True,final_batch
37,94,C[C@@H]1[C@@H](C)CCC[C@@]1([NH3+])[C@@H]1CCOC2(CCCC2)C1,CCc1c(OC)cc(CC23CC2(C)OCCC(C)N3)c2c1C2,0.941477,0.15493,4.6811,3.0039,301.43,True,final_batch
23,16,CN(C(=O)CSc1nc2cc(Cl)ccc2o1)C1(C#N)CCCCC1,CN(C(=O)Cc1nc2cc(Cl)ccc2[nH]1)C1=C=NCC2CCC12,0.941384,0.258824,4.2345,2.8106,328.8,True,final_batch
13,99,COc1cc(C(=O)Nc2ccccc2Oc2ccccc2)on1,COC1=NO[C@@H](C(=O)Nc2ccccc2Oc2ccccc2)C1,0.94121,0.482759,2.7157,3.1662,312.33,True,final_batch
36,61,Cc1sc(NC(=O)Cc2ccc(F)cc2)nc1-c1ccc(F)cc1,CC1(F)CCc2sc(NC(=O)Cc3ccc(F)cc3)nc21,0.941183,0.527273,3.1432,3.5943,308.35,True,final_batch
23,6,CN(C(=O)CSc1nc2cc(Cl)ccc2o1)C1(C#N)CCCCC1,CN(C(=O)Cc1nc2cc(Cl)ccc2[nH]1)C1(C#N)CCC2CC21,0.941112,0.3625,4.1024,2.9095,328.8,True,final_batch
6,59,Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1,CC1=CC(CNC(=O)Oc2cc(-c3ccccc3)on2)=NC1,0.94103,0.435484,3.0248,2.8309,297.31,True,final_batch
36,40,Cc1sc(NC(=O)Cc2ccc(F)cc2)nc1-c1ccc(F)cc1,C=C1Cc2sc(NC(=O)Cc3ccc(F)cc3)nc2C1=C,0.940945,0.576923,2.719,3.5889,300.36,True,final_batch
6,14,Cc1cc(CNC(=O)Nc2cc(-c3ccccc3)on2)no1,Cc1cc(CNC(=O)C2=NOC(c3ccccc3)CC2)no1,0.940705,0.466667,3.0445,2.5069,299.33,True,final_batch
15,96,COC(=O)c1ccc(CNc2ccn(C)n2)[nH]1,CC1CCN(CCCn2cccc2O)Cc2cccc1c2C#N,0.940662,0.115385,4.0417,3.4649,309.41,True,final_batch
10,48,COC(=O)Cn1nc(C)c(CNc2ncnc3sccc23)c1C,COC1CCC(CNc2ncnc3sccc23)=C(C)C1=O,0.940642,0.455882,3.5168,2.7976,303.39,True,final_batch
17,78,Oc1ccc(C[NH2+]C[C@H]2CCCC[C@H]2CCl)cc1,CC1N[CH]CC(Cc2ccccc2)C(=O)N1c1ccccc1,0.94064,0.131148,3.3445,3.3796,293.39,True,final_batch
26,34,N#CCCCCNC(=O)N[C@@H](c1ccccc1F)C1CCCC1,N#CC1=C(c2nc(OCCO)c3cccccc2-3)SC2C=C12,0.940517,0.15,3.6723,2.8476,308.36,True,final_batch
43,37,CN(C[C@@H]1CC[NH+](C)C1)C(=O)NCc1ccnc(OCC(F)F)c1,CN(C(=O)CC([NH3+])C1CCCc2ccccc21)c1cccnc1,0.940514,0.191011,3.6042,2.1651,310.42,True,final_batch
28,33,C[C@@H]1CCCC/C1=N/NC(=O)CCC(=O)Nc1ccccc1Br,C[C]1CCCCC1=N[CH]C(=O)Cc1cc2ccccc2[nH]c1=O,0.940477,0.194805,3.1699,3.4109,308.38,True,final_batch
2,8,CCN(C[C@@H]1CCOC1)C(=O)c1ccnc(Cl)c1,Cc1ccccc1CS(=O)(=O)Cc1cccc(O)c1Cl,0.940465,0.149254,2.2446,3.469,310.8,True,final_batch
17,13,Oc1ccc(C[NH2+]C[C@H]2CCCC[C@H]2CCl)cc1,CCCN1NCC(C)[C@H](Cc2ccccc2)c2cncnc2O1,0.940405,0.142857,4.0051,2.963,312.42,True,final_batch
