mol_id,individual_id,lead_smiles,smiles,qed,sim,sa,logp,mw,is_valid,source
166,5,Oc1cccc([C@@H]2CN(c3nccc(Oc4ccc(F)cc4)n3)CCO2)c1,Fc1ccc(Oc2ccnc([C@H]3NCC4CCC3C=N4)n2)cc1,0.9465,0.315789,4.7615,2.9017,312.35,True,final_batch
180,54,C[C@@H]1CN(Cc2cnc3cnccn23)[C@H](c2ccccc2)CO1,CC1CN(Cc2cnccncc[nH]2)[C](c2c[c]ccc2)CO1,0.946496,0.298701,4.7461,2.5303,308.39,True,final_batch
196,23,Cc1nc(C2CCCC2)sc1-c1nc(-c2ccc(C#N)cn2)no1,CCC1C2CC(c3nc(-c4ccc(C#N)cc4)n[nH]3)=CCN1C2,0.946454,0.192771,4.6331,2.8409,305.39,True,final_batch
196,20,Cc1nc(C2CCCC2)sc1-c1nc(-c2ccc(C#N)cn2)no1,CCC1C2C[C](c3nc(-c4ccc(C#N)cc4)n[nH]3)CCN1C2,0.946449,0.209877,4.7298,2.7702,306.39,True,final_batch
180,71,C[C@@H]1CN(Cc2cnc3cnccn23)[C@H](c2ccccc2)CO1,C[C@@H]1CN(Cc2cnc3n2C=CCN3)C(c2ccccc2)CO1,0.94641,0.580645,3.9744,2.7413,310.4,True,final_batch
196,46,Cc1nc(C2CCCC2)sc1-c1nc(-c2ccc(C#N)cn2)no1,N#Cc1ccc(-c2n[nH]c([C]3CCN(C4CCCC4)C3)n2)cc1,0.946382,0.253333,2.8312,2.9143,306.39,True,final_batch
156,19,COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1,Cc1cc(C)n2nc(C3CC3)c(C(=O)NC3CCOC3)c2c1,0.946236,0.141176,3.3121,2.3472,299.37,True,final_batch
196,66,Cc1nc(C2CCCC2)sc1-c1nc(-c2ccc(C#N)cn2)no1,N#Cc1ccc(-c2n[nH]c(C3=CCN(C4CCCC4)C3)n2)cc1,0.946219,0.256757,2.7908,2.985,305.38,True,final_batch
179,10,CCOC(=O)NCCC(=O)N[C@H]1CCc2c(O)cccc21,CC1ON(Cc2cncn2C2CCNCC2)Cc2ccccc21,0.946188,0.13253,3.5877,2.816,312.42,True,final_batch
171,22,CCc1nnc(NC(=O)c2ccc(Oc3cccc(C)c3)cc2)s1,CCc1onc(C)c1C1C(C)OCC(C)(c2ccccc2)C1[NH2+],0.946132,0.1375,4.4134,2.4019,314.43,True,final_batch
179,7,CCOC(=O)NCCC(=O)N[C@H]1CCc2c(O)cccc21,CC1CN(Cc2cncn2C2CCNCC2)Cc2ccccc21,0.946063,0.134146,3.1626,2.9269,310.44,True,final_batch
175,10,COc1cccc(COc2ccc(OC)cc2CCl)c1,CC([NH2+])C1CCSC1c1ncc2cccc-2n1C(F)F,0.946043,0.098592,4.683,2.5934,297.37,True,final_batch
167,18,CC(=O)NCCn1c(SCC(=O)[O-])nc2cccnc21,Cc1cccc2nc(NC(=O)C3CCCCN3C3CC3)oc12,0.945885,0.175,2.8973,3.0916,299.37,True,final_batch
161,13,O=C(Nc1ccc(O)cc1)c1ccsc1,Cc1ccc(NC(=O)c2ccsc2C2CON(C)C2)cc1,0.945876,0.267857,3.2415,3.2694,302.4,True,final_batch
196,76,Cc1nc(C2CCCC2)sc1-c1nc(-c2ccc(C#N)cn2)no1,N#Cc1ccc(-c2n[nH]c(C3CCN(C4CCCC4)C3)n2)cc1,0.94587,0.273973,2.8874,3.0753,307.4,True,final_batch
165,11,CC[NH2+][C@H](Cc1ncnn1C)C1([NH+]2CCCC2)CCCC1,Cc1cc(F)ccc1OC1=NCC([CH]c2cccc(O)c2)OC1,0.945774,0.05814,3.6621,3.2684,314.34,True,final_batch
165,39,CC[NH2+][C@H](Cc1ncnn1C)C1([NH+]2CCCC2)CCCC1,Cc1cc(F)ccc1OC1=NCN([CH]c2cccc(O)c2)OC1,0.945734,0.070588,3.3643,3.0318,315.32,True,final_batch
187,77,Cc1ccccc1[C@@H]1C[C@H](C)N(C(=O)c2ccc(-n3ccnn3)cc2)C1,Cc1ccc2cc1[C@H](CC1NC(=O)C=CC=C1n1ccnn1)C2,0.945578,0.278481,5.023,2.212,306.37,True,final_batch
165,13,CC[NH2+][C@H](Cc1ncnn1C)C1([NH+]2CCCC2)CCCC1,Cc1cc(F)ccc1OC1=NCN(Cc2cccc(O)c2)OC1,0.945532,0.082353,3.0179,3.0219,316.33,True,final_batch
173,14,CC[NH2+]Cc1c(C)nn(C)c1N1CCN2C(=O)NC[C@@H]2C1,Cc1ncc(CN2CCCN(c3ccccc3)CC2)cc1O,0.945435,0.142857,2.042,2.8079,297.4,True,final_batch
175,41,COc1cccc(COc2ccc(OC)cc2CCl)c1,CCC1[NH2+]C(C)SC1c1ncc2cccc-2n1C(F)F,0.945287,0.144928,4.9056,2.8589,298.38,True,final_batch
187,14,Cc1ccccc1[C@@H]1C[C@H](C)N(C(=O)c2ccc(-n3ccnn3)cc2)C1,Cc1ccccc1[CH][C@@H]1CC(n2ccnn2)=CCCC(=O)N1,0.94526,0.328767,3.8007,2.3487,295.37,True,final_batch
190,25,CC(C)(CNC(=O)NCc1ccc(OC2CCCC2)nc1)N1CCOCC1,O=C(Nc1c(F)ccc2c1CC=NCO2)OCc1ccco1,0.945155,0.141304,3.1254,3.1306,304.28,True,final_batch
157,44,Cc1cc(C)c2nc(C3CC3)cc(C(=O)NCCCC(=O)NC3CC3)c2c1,Cc1nccn1-c1nccc2c1C=CC(C(=O)NC(C)C)C[CH][CH]2,0.945031,0.134831,3.9314,2.8901,322.41,True,final_batch
157,63,Cc1cc(C)c2nc(C3CC3)cc(C(=O)NCCCC(=O)NC3CC3)c2c1,CCNC(=O)C1C[CH][CH]c2ccnc(-n3ccnc3C)c2C=CC1,0.945029,0.188235,4.2327,2.8917,322.41,True,final_batch
177,54,O=C(Cn1c(=O)oc2cc(Cl)ccc21)N1CCC[C@@H]1c1cccs1,O=c1oc2cc(Cl)ccc2n1[C](O)N1CCC[C@@H]1CF,0.944958,0.462687,3.4764,2.3494,299.71,True,final_batch
187,75,Cc1ccccc1[C@@H]1C[C@H](C)N(C(=O)c2ccc(-n3ccnn3)cc2)C1,Cc1cccc2c1[CH][C@H](CC1NC(=O)CCC=C1n1ccnn1)C2,0.944808,0.271605,4.3506,2.521,321.4,True,final_batch
187,74,Cc1ccccc1[C@@H]1C[C@H](C)N(C(=O)c2ccc(-n3ccnn3)cc2)C1,Cc1ccc2cc1[C@H](CC1NC(=O)C[C]C=C1n1ccnn1)C2,0.944755,0.275,5.4804,2.1272,306.37,True,final_batch
164,25,CCO[C@@H]1C[C@@H]([NH+](C)C[C@@H]2CCCN(S(C)(=O)=O)C2)C12CCCCC2,CC1CC2([C]CCC2[NH+](C)Cc2ccco2)Cc2ncccc21,0.944713,0.123596,5.7959,2.6693,309.43,True,final_batch
179,34,CCOC(=O)NCCC(=O)N[C@H]1CCc2c(O)cccc21,CCC1NCN(Cc2cnc3n2CCCC3)Cc2ccccc21,0.944631,0.142857,3.4026,3.2334,310.44,True,final_batch
164,19,CCO[C@@H]1C[C@@H]([NH+](C)C[C@@H]2CCCN(S(C)(=O)=O)C2)C12CCCCC2,CC1CC2(CCCC2[NH+](C)Cc2ccco2)Cc2ncccc21,0.944437,0.137931,5.2876,2.9781,311.45,True,final_batch
165,15,CC[NH2+][C@H](Cc1ncnn1C)C1([NH+]2CCCC2)CCCC1,[O-]C1(c2cc(Oc3ccc(Cl)cc3)ccn2)CCCC(O)C1,0.944411,0.116883,3.5582,3.0178,318.78,True,final_batch
166,60,Oc1cccc([C@@H]2CN(c3nccc(Oc4ccc(F)cc4)n3)CCO2)c1,Fc1ccc(Oc2ccnc([C@H]3NCC4C=CC3=CO4)n2)cc1,0.944349,0.328947,4.6996,2.8912,311.32,True,final_batch
160,1,Cc1cnn(CCCCC[NH+]2CCN(c3ccc(O)cc3)CC2)c1,O=C(NN1C=CC(C2CCCS2)=CC1)c1ccnc2c1C2,0.944259,0.107143,4.2566,2.2819,299.4,True,final_batch
170,22,CN(Cc1nc2c(s1)CCCC2)C(=O)[C@@H]1CCN(c2ccccc2)C1=O,CN(Cc1ncc(CF)s1)C(=O)[C@@H]1Cc2ccccc2N1,0.944191,0.324675,3.3369,2.6078,305.38,True,final_batch
157,1,Cc1cc(C)c2nc(C3CC3)cc(C(=O)NCCCC(=O)NC3CC3)c2c1,CCNC(=O)C1CC=Cc2c(ccnc2-n2ccnc2C)[CH]CC1,0.944092,0.197674,4.0692,3.0775,323.42,True,final_batch
190,10,CC(C)(CNC(=O)NCc1ccc(OC2CCCC2)nc1)N1CCOCC1,O=C(CCc1ccco1)Nc1c(F)ccc2c1CC=NCO2,0.94408,0.142857,3.0298,2.9532,302.31,True,final_batch
162,17,C[C@@H](OC(=O)[C@@H]1C[C@@H]1c1ccc(OC(F)(F)F)cc1)c1ccccn1,O=C(CC1=CC=CN2CCCC2CC=N1)NC1=C2c3ccc2n3C1,0.944051,0.097826,5.8475,2.4173,320.4,True,final_batch
165,36,CC[NH2+][C@H](Cc1ncnn1C)C1([NH+]2CCCC2)CCCC1,OC1CCCC1(F)c1nccc(Oc2ccc(F)cc2)n1,0.944036,0.121622,3.4651,3.1176,292.28,True,final_batch
188,75,Cn1nc(CNC(=O)Nc2ccccc2C(F)(F)F)cc1-c1ccncc1,Cn1nc(CNC(=O)Oc2ccccc2C(C)(F)F)cc1F,0.94393,0.41791,2.8351,2.9595,313.28,True,final_batch
183,40,Cc1ccc(CCN(C)CC[NH+]2CCCC2)cc1,CC[CH]c1ccccc1C1CCC[NH+](c2nnncc2C)C1C,0.943844,0.161765,4.9974,2.6249,310.45,True,final_batch
183,9,Cc1ccc(CCN(C)CC[NH+]2CCCC2)cc1,CCCc1ccccc1C1CCC[NH+](c2nnncc2C)C1C,0.943695,0.179104,4.5925,2.615,311.45,True,final_batch
166,15,Oc1cccc([C@@H]2CN(c3nccc(Oc4ccc(F)cc4)n3)CCO2)c1,Fc1ccc(Oc2ccnc([C@H]3NCC4CCC3CO4)n2)cc1,0.943679,0.346667,4.5168,2.8475,315.35,True,final_batch
156,30,COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1,CCCc1nn2c(C)cc(C)cc2c1C(=O)NC=C1COC1,0.943661,0.154762,3.3055,2.5475,299.37,True,final_batch
162,44,C[C@@H](OC(=O)[C@@H]1C[C@@H]1c1ccc(OC(F)(F)F)cc1)c1ccccn1,O=C1CCCN1c1ccc(C[C@H]2CC3c4cccn4CC3N2)cc1,0.943612,0.102273,3.8221,2.6853,321.42,True,final_batch
170,88,CN(Cc1nc2c(s1)CCCC2)C(=O)[C@@H]1CCN(c2ccccc2)C1=O,CN(Cc1nc2c(s1)CCCC2)C(=O)[C@H]1Nc2c3cccc2C31,0.943606,0.522388,4.4782,2.9199,325.44,True,final_batch
156,6,COc1cccc(CCNC(=O)CN2CCN(c3ccccc3O)CC2)c1,CCCc1nn2c(C)cc(C)cc2c1C(=O)NC1CCOC1,0.943327,0.162791,3.2158,2.4223,301.39,True,final_batch
186,26,CC[C@@H](c1ccccc1)[C@H]1N=N/C(=N/C(=O)Nc2ccc(OC)cc2)S1,Cc1ccccc1OC1CCNN1C(=O)c1ccn(C(C)C)c1,0.94308,0.151163,3.4759,3.133,313.4,True,final_batch
180,56,C[C@@H]1CN(Cc2cnc3cnccn23)[C@H](c2ccccc2)CO1,C[C@@H]1CN(Cc2cnc3n2C=NCN3)C(c2ccccc2)CO1,0.943043,0.580645,4.0944,2.1045,311.39,True,final_batch
179,39,CCOC(=O)NCCC(=O)N[C@H]1CCc2c(O)cccc21,CCC1ON(Cc2cnc[nH]2)C(=O)CCc2ccccc21,0.943026,0.1625,3.3402,2.7674,285.35,True,final_batch
193,9,Cc1ccccc1CS(=O)(=O)N1CCC[C@@H](C(=O)Nc2ccc(Br)cc2F)C1,Cc1cc(C)n(CC(C)NC(=O)C2CCc3ccccc32)n1,0.94297,0.209302,3.0278,2.7346,297.4,True,final_batch
190,45,CC(C)(CNC(=O)NCc1ccc(OC2CCCC2)nc1)N1CCOCC1,O=C(CCc1ccco1)Nc1c(F)ccc2c1CC=NCCO2,0.942861,0.152174,2.8826,2.9957,316.33,True,final_batch
190,26,CC(C)(CNC(=O)NCc1ccc(OC2CCCC2)nc1)N1CCOCC1,O=C(Nc1c(F)ccc2c1C=NCO2)OCc1ccco1,0.942835,0.144444,3.1078,2.9362,290.25,True,final_batch
186,10,CC[C@@H](c1ccccc1)[C@H]1N=N/C(=N/C(=O)Nc2ccc(OC)cc2)S1,CCC1c2nncn2CCCN1OC(=O)Nc1ccccc1C,0.942597,0.216867,3.2993,2.907,315.38,True,final_batch
199,26,C[C@@H]1CCCC[C@H]1NC(=S)N1CCOCC1,CC(C)Cn1ccc(C2(O)CCc3ccncc3N2C)c1,0.942532,0.069444,3.6703,2.7668,285.39,True,final_batch
174,46,C=CCOc1c(Br)cc(CN(C)[C@H]2CC[NH+](C)[C@H](C)C2)cc1OC,COC1=CC=COCc2c(cc3c(OC)c2C3)[C@H](CN)C1,0.942519,0.139535,5.254,2.606,287.36,True,final_batch
187,1,Cc1ccccc1[C@@H]1C[C@H](C)N(C(=O)c2ccc(-n3ccnn3)cc2)C1,Cc1ccccc1[CH][C@@H]1CC(n2ccnn2)=CCOC(=O)N1,0.942468,0.347222,4.0051,2.1785,297.34,True,final_batch
170,12,CN(Cc1nc2c(s1)CCCC2)C(=O)[C@@H]1CCN(c2ccccc2)C1=O,CN(Cc1nc2c(s1)CCCC2)C(=O)[C@@H]1Cc2ccccc2N1,0.942392,0.537313,3.06,3.0171,327.45,True,final_batch
177,74,O=C(Cn1c(=O)oc2cc(Cl)ccc21)N1CCC[C@@H]1c1cccs1,O=c1oc2cc(Cl)ccc2n1C[C](O)N1CCC[C@@H]1CF,0.942134,0.5625,3.3709,2.5438,313.74,True,final_batch
160,14,Cc1cnn(CCCCC[NH+]2CCN(c3ccc(O)cc3)CC2)c1,C=C(NN1C=C[C@H]2CCSC(CC1)C2)c1ccnc2c1C2,0.941924,0.121951,5.6332,3.1923,299.44,True,final_batch
165,69,CC[NH2+][C@H](Cc1ncnn1C)C1([NH+]2CCCC2)CCCC1,CC1(c2nccc(Oc3ccc(F)cc3)n2)CCCC1O,0.941908,0.133333,3.2846,3.2105,288.32,True,final_batch
167,13,CC(=O)NCCn1c(SCC(=O)[O-])nc2cccnc21,Cc1cccc2nc(NC(=O)[C@@H]3CCCCN3C3CC3)sc12,0.941722,0.179487,2.7286,3.5601,315.44,True,final_batch
167,26,CC(=O)NCCn1c(SCC(=O)[O-])nc2cccnc21,Cc1cccc2nc(NC(=O)C3CCCCN3C3CC3)sc12,0.941722,0.179487,2.7286,3.5601,315.44,True,final_batch
196,45,Cc1nc(C2CCCC2)sc1-c1nc(-c2ccc(C#N)cn2)no1,N#Cc1ccc(-c2n[nH]c(C3CCN(C4CCCC4)C3)n2)nc1,0.941667,0.405797,3.102,2.4703,308.39,True,final_batch
179,18,CCOC(=O)NCCC(=O)N[C@H]1CCc2c(O)cccc21,CCC1CN(Cc2cnc[nH]2)C(=O)CCc2ccccc21,0.941292,0.164557,2.9113,2.8783,283.38,True,final_batch
195,35,Cc1ccccc1CNC(=O)[C@@H]1CCCN(S(=O)(=O)Cc2ccc(Cl)cc2)C1,Cc1cc(CN2CCC2)nc2cc(C3(C)CCCC3C#N)[nH]c12,0.941169,0.131868,3.9287,3.6584,308.43,True,final_batch
162,41,C[C@@H](OC(=O)[C@@H]1C[C@@H]1c1ccc(OC(F)(F)F)cc1)c1ccccn1,O=C1CCCN1c1ccc(C[C@H]2CC3c4cccn4CC3N2)nc1,0.94116,0.120879,4.1009,2.0803,322.41,True,final_batch
162,28,C[C@@H](OC(=O)[C@@H]1C[C@@H]1c1ccc(OC(F)(F)F)cc1)c1ccccn1,CC1CCCN1c1ccc(CC(=O)NC2=Cc3cccn3C2)nc1,0.941132,0.144444,3.499,2.5852,322.41,True,final_batch
190,15,CC(C)(CNC(=O)NCc1ccc(OC2CCCC2)nc1)N1CCOCC1,COc1ccc(F)c2c1CC(O)N2C(=O)CCc1ccco1,0.940963,0.168539,3.1718,2.2676,305.31,True,final_batch
199,38,C[C@@H]1CCCC[C@H]1NC(=S)N1CCOCC1,C=C(C)c1ccc(OC2COC[C]2c2ccc(O)cc2)cn1,0.940903,0.102941,3.5198,3.2207,296.35,True,final_batch
183,41,Cc1ccc(CCN(C)CC[NH+]2CCCC2)cc1,CCCc1ccccc1C1CCC[NH+](c2nnncc2C)C1,0.940858,0.181818,4.4189,2.2265,297.43,True,final_batch
196,7,Cc1nc(C2CCCC2)sc1-c1nc(-c2ccc(C#N)cn2)no1,CC1N=C(C2CCCC2)C[C]1c1nc(-c2ccc(C#N)cn2)n[nH]1,0.940839,0.42029,3.7953,3.0844,319.39,True,final_batch
196,75,Cc1nc(C2CCCC2)sc1-c1nc(-c2ccc(C#N)cn2)no1,CCC1C2CC(c3nc(-c4ccc(C#N)cn4)n[nH]3)CCN1C2,0.940777,0.355263,4.7393,2.3262,308.39,True,final_batch
165,24,CC[NH2+][C@H](Cc1ncnn1C)C1([NH+]2CCCC2)CCCC1,OC1CCCC1(F)c1nccc(Oc2ccc(Cl)cc2)n1,0.940406,0.135135,3.4592,3.6319,308.74,True,final_batch
158,29,Cc1nccn1-c1cc(N2CCC(C(=O)Nc3ccc(F)c(F)c3)CC2)ncn1,Cc1ccc(Sc2nc(O)nc(N3CCCC3)n2)c(C)c1,0.940297,0.153846,2.5739,2.9454,302.4,True,final_batch
158,51,Cc1nccn1-c1cc(N2CCC(C(=O)Nc3ccc(F)c(F)c3)CC2)ncn1,Cc1ccc(Sc2nc(O)nc(N3CCCC3)n2)cc1C,0.940297,0.153846,2.5522,2.9454,302.4,True,final_batch
166,41,Oc1cccc([C@@H]2CN(c3nccc(Oc4ccc(F)cc4)n3)CCO2)c1,Fc1ccc(Oc2ccnc([C@H]3NC[CH]C4C=C3C=CO4)n2)cc1,0.940074,0.320513,4.9237,3.0955,324.34,True,final_batch
190,32,CC(C)(CNC(=O)NCc1ccc(OC2CCCC2)nc1)N1CCOCC1,O=C(Nc1c(F)ccc2c1CCCO2)OCc1ccco1,0.939938,0.159091,2.4669,3.4924,291.28,True,final_batch
199,46,C[C@@H]1CCCC[C@H]1NC(=S)N1CCOCC1,C=C(C)c1ccc(OC2COCC2c2ccc(O)cc2)cn1,0.939635,0.104478,3.4561,3.3817,297.35,True,final_batch
199,48,C[C@@H]1CCCC[C@H]1NC(=S)N1CCOCC1,C=C(C)c1ccc(ON2COCC2c2ccc(O)cc2)cn1,0.939437,0.117647,3.5378,3.1451,298.34,True,final_batch
166,59,Oc1cccc([C@@H]2CN(c3nccc(Oc4ccc(F)cc4)n3)CCO2)c1,Fc1ccc(Oc2ccnc([C@H]3NCC4N=CC3CO4)n2)cc1,0.939369,0.342105,4.9643,2.0956,314.32,True,final_batch
159,44,CCN(CC)c1ccc([C@@H]2C3=C([O-])CCCC3=NC3=NC(SC)=NC(=O)[C@@H]32)cc1,CCOc1c2cnn1CCC[NH+]CC[C@H](c1ccc(F)cc1)C2,0.939279,0.136364,5.3471,1.8902,317.41,True,final_batch
161,98,O=C(Nc1ccc(O)cc1)c1ccsc1,CCc1n[nH]cc1C(=O)N1CCC=C(c2cccnc2)C1,0.939236,0.083333,3.0052,2.2966,282.35,True,final_batch
172,26,CC[C@@H]([NH2+][C@@H]1C[C@H](c2ccccc2)Oc2ccccc21)c1c(C)noc1C,c1ccc2c(c1)OC(c1ccncn1)C[C@H]2[NH2+][C]1CCC1,0.939064,0.314286,4.2426,2.3208,281.36,True,final_batch
172,73,CC[C@@H]([NH2+][C@@H]1C[C@H](c2ccccc2)Oc2ccccc21)c1c(C)noc1C,c1ccc2c(c1)OC(c1ccncn1)C[C@@H]2[NH2+][C]1CCC1,0.939064,0.314286,4.2426,2.3208,281.36,True,final_batch
179,32,CCOC(=O)NCCC(=O)N[C@H]1CCc2c(O)cccc21,CCC1ON(Cc2ccc[nH]2)C(=O)CCc2ccccc21,0.938863,0.168831,3.391,3.3724,284.36,True,final_batch
